ArticleId,ArticleTitle,Recommendation1,Recommendation2,Recommendation3,Recommendation4,Recommendation5
5395868751435718725,Large CPGs are under attack by startups... and consumers are winning,Six iconic retailers and their digital transformation journeys,Digital development with online check-in and mobile room keys,Sponsored: Five reasons why retailers should opt for digital receipts,Automação de Marketing: o seu negócio está pronto?,Digital Tool as Strategic Enabler for Banking Transformation
5398961846611539065,Hangouts para Android ganha opção de mensagens em vídeo | Google Discovery,Irresistível: cebola recheada com carne moída e enrolada no bacon,Introducing the Startup Battlefield companies of Disrupt NY 2016,Enable the new Google Contacts for your users from the Admin console,Add images to questions and answers in Google Forms,"contentId
7216750853471801538    What Science Tells Us About Leadership Potential
7216750853471801538    What Science Tells Us About Leadership Potential
Name: title, dtype: object"
5401376580769090495,"Bancos brasileiros aplicaram R$ 19,2 bilhões em esforços de TI em 2015",Mobile banking conquista o coração dos brasileiros,Blockchain Will Be Used By 15% of Big Banks By 2017,Nubank começa a testar seu programa de fidelidade - Empresas Tech,CMN regulamenta abertura de conta de depósito por meio eletrônico,"Santander Brasil tem lucro gerencial de R$ 1,989 bi no 4º trimestre"
5410293063635507608,"Use Docker to build, test and push your Artifacts",Como integrar marketing de impressos e marketing digital no e-commerce | EXAME.com,"Enterprises fighting back, Spring Boot is the best, and other SpringOne Platform takeaways",Program your way to your next grocery delivery,Ultimate AI battle - Apple vs. Google,Object calisthenics: Change the way you code
5410603488837817052,Banks find blockchain hard to put into practice - FT.com,MOBILE TIME - Santander lança app dedicado aos clientes do ensino superior,The Digital Transformation Playbook: Rethink Your Business for the Digital Age (Columbia Business School Publishing) eBook Kindle,"Sompo Seguros aproveita ""onda"" do Pokémon Go para alertar sobre segurança no trânsito | Sonho Seguro","""It's time for self-directed 'smart' investing"" - An Interview With Swanest CEO Silvan Schumacher - Smart Money Smart Living",Of prediction and policy
5424502143558028097,Sam Newman - Backends For Frontends,Post: Just Say mNo to Hungarian Notation,ConstraintLayout - Part 1,DTCC and Digital Asset Holdings to Test Blockchain Solutions for the $2.6 Trillion Repo Market,"Detecting the use of ""curl | bash"" server side",4K movies come to the Google Play Movies & TV app
5429045128339158843,Spring Boot 1.5.1 released,Implementing HTTP/2 in Production Environments,What Happens When No One and Everyone Owns a Product? - Built to Adapt,Aplicações Financeiras Flexíveis através de DSLs na Plataforma Java,Stop Trying to Monetize Your Data - Built to Adapt,Introducing Kotlin support in Spring Framework 5.0
5429923407915345742,Pebble Core guide: All you need to know about the wearable for runners,This Tiny Robot Lets You Play God With Huge AI,New Africa Trend Briefing from TrendWatching | THE FUTURE OF AFRICONNECTION,"Recharge, used to book hotel rooms by the minute, raises $2.3 million",Banca IMI Researcher: Blockchain Won't Work if Business Models Don't Change - CoinDesk,New free Trend Briefing from TrendWatching | INNOVATION CELEBRATION 2016
5431399346444238856,Intel buys computer vision startup Itseez to improve navigation in self-driving cars,The AI business landscape,"Gchat Was the Future of Messaging, But Google Didn't Know What It Had",DeepMind moves to TensorFlow,Task management app Asana raises $50M at a $600M valuation led by YC's Sam Altman,Deep learning software knows that a rose is a rose is a rosa rubiginosa
5439554346835640135,"Consórcio: Venda de novas cotas cai 13,5% no 1º trimestre",Aplicativo gratuito permite gerenciar Consórcio Honda diretamente do celular - Notícias - Auto Estrada,Creating value in auto finance with vLendRight | Kevin Moseri,Buscas on-line por carros têm expansão de 43% no 1º trimestre,Honda e Softbank desenvolverão sistema de IA para ajudar os motoristas,Honda revela conceito de carro com 'emoções' e inteligência artificial
5441077925667941052,[FILME] - The Hammer,"contentId
-2220859822082318562    Conceito mostra ideias que adoraríamos ver no ...
-2220859822082318562    Conceito mostra ideias que adoraríamos ver no ...
Name: title, dtype: object","contentId
-389749390447363927    Conceito mostra ideias que adoraríamos ver no ...
-389749390447363927    Conceito mostra ideias que adoraríamos ver no ...
Name: title, dtype: object",X-Men | São Paulo vai receber exposição sobre filmes da saga,"No ano em que a Apple completa 40 anos, confira a evolução do iPhone",Apple anuncia a 3ª geração da linguagem Swift para o final deste ano
5441215535748592870,Innovate Finance Allows Bitfury to Join With Bitcoin,Blockstream Among 10 New Firms to Join Hyperledger Blockchain Project - CoinDesk,MedStar Washington Potentially Affected By Bitcoin Ransomware,"EC2 Price Reduction (C4, M4, and T2 Instances) | AWS Blog","contentId
6206342468637502921    Como contar histórias para marcas - Podcast A ...
6206342468637502921    Como contar histórias para marcas - Podcast A ...
Name: title, dtype: object",Open Sourcing Twitter Heron | Twitter Blogs
5442191984600038712,Google Cloud Status,A programming language for living cells,Automate deployments and traffic splitting with the App Engine Admin API,Machine Learning Unconference,Fileless Malware - A Behavioural Analysis Of Kovter Persistence,A Docker Fork: Talk of a Split Is Now on the Table - The New Stack
5445999759138709405,Bradesco lança serviço inédito para estimular o hábito de poupar,The Future of Digital Banking is Now,7 Ways Meditation Can Actually Change The Brain,"Depois da Inteligência Artificial, vem aí a Inteligência Paralela","Microsoft Is Now 'Open By Default', Says Xamarin Founder Miguel de Icaza","Windows 10 Mobile news recap: Nadella teases ""ultimate"" device, Surface Phone spec rumors and more | On MSFT"
5446022903655412342,Irresistível: cebola recheada com carne moída e enrolada no bacon,Introducing the Startup Battlefield companies of Disrupt NY 2016,"contentId
2824996248683640175    Preventing Software Bugs from Ever Occurring -...
2824996248683640175    Preventing Software Bugs from Ever Occurring -...
Name: title, dtype: object","contentId
7216750853471801538    What Science Tells Us About Leadership Potential
7216750853471801538    What Science Tells Us About Leadership Potential
Name: title, dtype: object","Google acquires Synergyse, an interactive training service for Google Apps",Dilma regula Marco Civil e acaba com WhatsApp e Facebook grátis no celular
5447580952505296338,"'Uber do ônibus' derruba custo e acaba com engarrafamento, aponta estudo",Pesquisa aponta que logística reversa influencia na preferência do consumidor,Alibaba quebra recorde de vendas no Dia dos Solteiros - e-commerce,Netshoes é grande vencedora do Prêmio BR Week 2016,Ranking 50 Maiores Empresas do E-commerce Brasileiro/2016,Taco Bell chega ao Brasil no segundo semestre desse ano
5462702203586546682,Bolt teria recebido uns R$ 12 milhões por campanha para o Banco Original | Ancelmo - O Globo,Conversational Banking; from branches to bots. - Chatbots Magazine,Design Kit: Prototyping,Auka brings Google Cloud-powered banking to Europe,MOBILE TIME - Nascem os primeiros chatbots brasileiros,"LendingRobot Lets You Monitor Your Portfolio Performance On Prosper, Lending Club, And Funding Circle"
5468598741732935699,35 Innovative and Inspirational Website Designs in Banking,Digital Leadership Is Not an Optional Part of Being a CEO,Martech and ad tech convergence: myth or reality?,"thinkseg traz o seguro ""pague conforme você usa"" para taxistas",77 Startups Powering The Future Of Farming And Agribusiness,A smart home is where the bot is
5473340184873040894,Vivo cria laboratório de dados para impulsionar uso de Big Data,Vivo cria laboratório de dados para impulsionar uso de Big Data,Gestão de Dados: 10 questões básicas sobre seu uso,7 Ways to Win Consumers on Their Path to Purchase,Como nasce um carro. | Volkswagen Magazine,HotSpot 300
5474373819153295408,macOS Sierra will launch on September 20th | Cult of Mac,10 things we learned from Tim Cook's most revealing interview yet | Cult of Mac,Apple Unveils iPhone 7 Alongside 7 Plus With Dual-Lens Camera,LukeW | Obvious Always Wins,What to Expect at WWDC 2016,How Apple Keyboards Lost a Logo and Windows PCs Gained One
5484061377044071389,The Ultimate Solution to Versioning REST APIs: Content Negotiation,Modelando APIs REST com Swagger,bliki: StranglerApplication,Xamarin for Everyone,"GitLab launches Issue Boards, an open-source task management tool that resembles Trello",Dr. consulta: uma revolução no setor da saúde
5508043659570633487,Using Blockchain to Authenticate University Diploma,U.S. State Department Recommends Development of Blockchain and Distributed Ledgers to International Partners,Banca IMI Researcher: Blockchain Won't Work if Business Models Don't Change - CoinDesk,A New Number Format for Computers Could Nuke Approximation Errors for Good,"Band plays on, as global oil glut leaves supertankers in a huge jam",Barclays finally launches Apple Pay | The Memo
5514214996211995551,johnpapa/angular-styleguide,"Building A Modern, Scalable Backend: Modernizing Monolithic Applications",Effective learning through code workshops | Box Blog,Chip Pro sequel to crowdsourced $9 computer sets its sights on gadget makers,The Business Case for Progressive Web Apps,Vendas da Netshoes crescem 267% em dispositivos móveis no 1º semestre - 24Brasil
5518462222339671372,Capturing China's $5 trillion productivity opportunity,Capturing China's $5 trillion productivity opportunity,Australian Bitcoin Entrepreneur Launches Robo-Advice Platform,Johnson & Johnson Targets 85% of Apps in Cloud by 2018,Neoliberalismo a ideologia na raiz de todos os nossos problemas,Change lessons from pharma and med tech
5524888769622800245,How Kotlin became our primary language for Android - UPTech Team,Stop Trying to Monetize Your Data - Built to Adapt,Spring Boot 1.4 released,Introduction to Spring REST Docs | Baeldung,Taking Microservices Home - NGINX,"Globo.com Uses NGINX for Streaming Media to 500,000+ Viewers"
5530820581773167955,Mulheres são mais criativas que homens?,De piada sobre TPM a servir cafezinho: como lidar com machismo no trabalho?,Heroínas de 'Estrelas além do tempo' inspiram garotas em trabalho de escola nos EUA,PICNIC,A importância dos filmes de mulherzinha - Capitolina,Study Shows Women and Minorities Are Punished for Speaking Up About Workplace Diversity
5533752987392101383,7 Questions to Ask Before Your Next Digital Transformation,The return of the machinery question,How AWS came to be,Coca-Cola reportedly closes Founders startup incubator,Microsoft's CEO Explores How Humans and A.I. Can Solve Society's Challenges-Together,America's allies are preparing for a bumpy ride
